PartitionKey,RowKey,Timestamp,Id,Id@type,Type,Type@type
TrailsTypes,11111111-1111-1111-1111-111111111111,2016-06-23T07:36:50.817Z,11111111-1111-1111-1111-111111111111,Edm.Guid,loop,Edm.String
TrailsTypes,11111111-1111-1111-1111-111111111112,2016-06-23T08:17:26.067Z,11111111-1111-1111-1111-111111111112,Edm.Guid,point-to-point,Edm.String
TrailsTypes,11111111-1111-1111-1111-111111111113,2016-06-23T08:17:21.707Z,11111111-1111-1111-1111-111111111113,Edm.Guid,in-and-out,Edm.String
