PartitionKey,RowKey,Timestamp,Id,Id@type,DurationType,DurationType@type
TrailsDurationTypes,11111111-1111-1111-1111-111111111111,2016-06-23T07:36:41.300Z,11111111-1111-1111-1111-111111111111,Edm.Guid,weekend,Edm.String
TrailsDurationTypes,11111111-1111-1111-1111-111111111112,2016-06-23T08:17:12.880Z,11111111-1111-1111-1111-111111111112,Edm.Guid,oneday,Edm.String
TrailsDurationTypes,11111111-1111-1111-1111-111111111113,2016-06-23T08:17:07.673Z,11111111-1111-1111-1111-111111111113,Edm.Guid,manydays,Edm.String
